振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
マコト医科精機(株),R4.4.13,R4.7.10,,,194086,,
(株)大黒,R4.4.13,R4.7.10,,,223080,,
(株)エヒメ医療器,R4.5.11,R4.7.10,,,2645412,,
カナヤ医科器械(株),R4.4.13,R4.7.15,,,670061,,
カナヤ医科器械(株)山口東(営),R4.4.13,R4.7.15,,,204710,,
カナヤ医科器械(株)北九州(営),R4.4.13,R4.7.15,,,56320,,
(株)イノメディックス,R4.4.18,R4.7.15,,,423566,,
日本メディカルプロダクツ(株),R4.4.25,R4.7.15,,,1201662,,
(株)常光,R4.4.19,R4.7.16,,,224697,,
(株)ホギメディカル,R4.3.14,R4.7.20,,,4584888,,
(株)カジノ医科工業,R4.4.5,R4.7.20,,,168003,,
五十嵐医科工業(株),R4.4.14,R4.7.20,,,498619,,
(株)名古屋医理科商会,R4.4.20,R4.7.20,,,1241295,,
(株)八神製作所,R4.4.20,R4.7.20,,,458073,,
山下医科器械(株)福岡本社,R4.4.27,R4.7.20,,,763708,,
石黒メディカルシステム(株),R4.4.28,R4.7.20,,,994062,,
大島器械(株),R4.5.11,R4.7.20,,,621511,,
宮野医療器(株),R4.4.14,R4.7.31,,,1341461,,
(株)フジタ医科器械千葉支店,R4.4.22,R4.7.31,,,1881,,
(株)フジタ医科器械,R4.4.22,R4.7.31,,,264682,,
協和医科器械(株),R4.4.22,R4.7.31,,,1430451,,
(有)中央医科器械,R4.4.27,R4.7.31,,,250173,,
(株)やよい,R4.4.28,R4.7.31,,,461054,,
計,,,,,,,
